Day number : 0
0;2000.0;5000.0;33.33;83.33
1;2000.0;5000.0;66.67;166.67
2;2000.0;5000.0;100.0;250.0
3;2000.0;5000.0;133.33;333.33
4;2000.0;5000.0;166.67;416.67
5;2000.0;5000.0;200.0;500.0
6;2000.0;5000.0;233.33;583.33
7;2000.0;5000.0;266.67;666.67
8;2000.0;5000.0;300.0;750.0
9;2000.0;5000.0;333.33;833.33
10;2000.0;5000.0;366.67;916.67
11;2000.0;5000.0;400.0;1000.0
12;2000.0;5000.0;433.33;1083.33
13;2000.0;5000.0;466.67;1166.67
14;2000.0;5000.0;500.0;1250.0
15;2000.0;5000.0;533.33;1333.33
16;2000.0;5000.0;566.67;1416.67
17;2000.0;5000.0;600.0;1500.0
18;2000.0;5000.0;633.33;1583.33
19;2000.0;5000.0;666.67;1666.67
20;2000.0;5000.0;700.0;1750.0
21;2000.0;5000.0;733.33;1833.33
22;2000.0;5000.0;766.67;1916.67
23;2000.0;5000.0;800.0;2000.0
24;2000.0;5000.0;833.33;2083.33
25;2000.0;5000.0;866.67;2166.67
26;2000.0;5000.0;900.0;2250.0
27;2000.0;5000.0;933.33;2333.33
28;2000.0;5000.0;966.67;2416.67
29;2000.0;5000.0;1000.0;2500.0
30;2000.0;5000.0;1033.33;2583.33
31;2000.0;5000.0;1066.67;2666.67
32;2000.0;5000.0;1100.0;2750.0
33;2000.0;5000.0;1133.33;2833.33
34;2000.0;5000.0;1166.67;2916.67
35;2000.0;5000.0;1200.0;3000.0
36;2000.0;5000.0;1233.33;3083.33
37;2000.0;5000.0;1266.67;3166.67
38;2000.0;5000.0;1300.0;3250.0
39;2000.0;5000.0;1333.33;3333.33
40;2000.0;5000.0;1366.67;3416.67
41;2000.0;5000.0;1400.0;3500.0
42;2000.0;5000.0;1433.33;3583.33
43;2000.0;5000.0;1466.67;3666.67
44;2000.0;5000.0;1500.0;3750.0
45;2000.0;5000.0;1533.33;3833.33
46;2000.0;5000.0;1566.67;3916.67
47;2000.0;5000.0;1600.0;4000.0
48;2000.0;5000.0;1633.33;4083.33
49;2000.0;5000.0;1666.67;4166.67
50;2000.0;5000.0;1700.0;4250.0
51;2000.0;5000.0;1733.33;4333.33
52;2000.0;5000.0;1766.67;4416.67
53;2000.0;5000.0;1800.0;4500.0
54;2000.0;5000.0;1833.33;4583.33
55;2000.0;5000.0;1866.67;4666.67
56;2000.0;5000.0;1900.0;4750.0
57;2000.0;5000.0;1933.33;4833.33
58;2000.0;5000.0;1966.67;4916.67
59;2000.0;5000.0;2000.0;5000.0
60;2000.0;5000.0;2033.33;5083.33
61;2000.0;5000.0;2066.67;5166.67
62;2000.0;5000.0;2100.0;5250.0
63;2000.0;5000.0;2133.33;5333.33
64;2000.0;5000.0;2166.67;5416.67
65;2000.0;5000.0;2200.0;5500.0
66;2000.0;5000.0;2233.33;5583.33
67;2000.0;5000.0;2266.67;5666.67
68;2000.0;5000.0;2300.0;5750.0
69;2000.0;5000.0;2333.33;5833.33
70;2000.0;5000.0;2366.67;5916.67
71;2000.0;5000.0;2400.0;6000.0
72;2000.0;5000.0;2433.33;6083.33
73;2000.0;5000.0;2466.67;6166.67
74;2000.0;5000.0;2500.0;6250.0
75;2000.0;5000.0;2533.33;6333.33
76;2000.0;5000.0;2566.67;6416.67
77;2000.0;5000.0;2600.0;6500.0
78;2000.0;5000.0;2633.33;6583.33
79;2000.0;5000.0;2666.67;6666.67
80;2000.0;5000.0;2700.0;6750.0
81;2000.0;5000.0;2733.33;6833.33
82;2000.0;5000.0;2766.67;6916.67
83;2000.0;5000.0;2800.0;7000.0
84;2000.0;5000.0;2833.33;7083.33
85;2000.0;5000.0;2866.67;7166.67
86;2000.0;5000.0;2900.0;7250.0
87;2000.0;5000.0;2933.33;7333.33
88;2000.0;5000.0;2966.67;7416.67
89;2000.0;5000.0;3000.0;7500.0
90;2000.0;5000.0;3033.33;7583.33
91;2000.0;5000.0;3066.67;7666.67
92;2000.0;5000.0;3100.0;7750.0
93;2000.0;5000.0;3133.33;7833.33
94;2000.0;5000.0;3166.67;7916.67
95;2000.0;5000.0;3200.0;8000.0
96;2000.0;5000.0;3233.33;8083.33
97;2000.0;5000.0;3266.67;8166.67
98;2000.0;5000.0;3300.0;8250.0
99;2000.0;5000.0;3333.33;8333.33
100;2000.0;5000.0;3366.67;8416.67
101;2000.0;5000.0;3400.0;8500.0
102;2000.0;5000.0;3433.33;8583.33
103;2000.0;5000.0;3466.67;8666.67
104;2000.0;5000.0;3500.0;8750.0
105;2000.0;5000.0;3533.33;8833.33
106;2000.0;5000.0;3566.67;8916.67
107;2000.0;5000.0;3600.0;9000.0
108;2000.0;5000.0;3633.33;9083.33
109;2000.0;5000.0;3666.67;9166.67
110;2000.0;5000.0;3700.0;9250.0
111;2000.0;5000.0;3733.33;9333.33
112;2000.0;5000.0;3766.67;9416.67
113;2000.0;5000.0;3800.0;9500.0
114;2000.0;5000.0;3833.33;9583.33
115;2000.0;5000.0;3866.67;9666.67
116;2000.0;5000.0;3900.0;9750.0
117;2000.0;5000.0;3933.33;9833.33
118;2000.0;5000.0;3966.67;9916.67
119;2000.0;5000.0;4000.0;10000.0
120;2000.0;5000.0;4033.33;10083.33
121;2000.0;5000.0;4066.67;10166.67
