Day number : 0
0;1500.0;3600.0;25.0;60.0
1;1500.0;3600.0;50.0;120.0
2;1500.0;3600.0;75.0;180.0
3;1500.0;3600.0;100.0;240.0
4;1500.0;3600.0;125.0;300.0
5;1500.0;3600.0;150.0;360.0
6;1500.0;3600.0;175.0;420.0
7;1500.0;3600.0;200.0;480.0
8;1500.0;3600.0;225.0;540.0
9;1500.0;3600.0;250.0;600.0
10;1500.0;3600.0;275.0;660.0
11;1500.0;3600.0;300.0;720.0
12;1500.0;3600.0;325.0;780.0
13;1500.0;3600.0;350.0;840.0
14;1500.0;3600.0;375.0;900.0
15;1500.0;3600.0;400.0;960.0
16;1500.0;3600.0;425.0;1020.0
17;1500.0;3600.0;450.0;1080.0
18;1500.0;3600.0;475.0;1140.0
19;1500.0;3600.0;500.0;1200.0
20;1500.0;3600.0;525.0;1260.0
21;1500.0;3600.0;550.0;1320.0
22;1500.0;3600.0;575.0;1380.0
23;1500.0;3600.0;600.0;1440.0
24;1500.0;3600.0;625.0;1500.0
25;1500.0;3600.0;650.0;1560.0
26;1500.0;3600.0;675.0;1620.0
27;1500.0;3600.0;700.0;1680.0
28;1500.0;3600.0;725.0;1740.0
29;1500.0;3600.0;750.0;1800.0
30;1500.0;3600.0;775.0;1860.0
31;1500.0;3600.0;800.0;1920.0
32;1500.0;3600.0;825.0;1980.0
33;1500.0;3600.0;850.0;2040.0
34;1500.0;3600.0;875.0;2100.0
35;1500.0;3600.0;900.0;2160.0
36;1500.0;3600.0;925.0;2220.0
37;1500.0;3600.0;950.0;2280.0
38;1500.0;3600.0;975.0;2340.0
39;1500.0;3600.0;1000.0;2400.0
40;1500.0;3600.0;1025.0;2460.0
41;1500.0;3600.0;1050.0;2520.0
42;1500.0;3600.0;1075.0;2580.0
43;1500.0;3600.0;1100.0;2640.0
44;1500.0;3600.0;1125.0;2700.0
45;1500.0;3600.0;1150.0;2760.0
46;1500.0;3600.0;1175.0;2820.0
47;1500.0;3600.0;1200.0;2880.0
48;1500.0;3600.0;1225.0;2940.0
